ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value
INE977Y01011,,BCONCEPTS,2018-10-31,,67,67
INE905P01010,BCP LTD,,2018-10-31,139,,139
INE795P01023,BCPAL,,2018-10-31,4.81,,4.81
INE278D01018,BDH INDUS.,,2018-10-31,77.45,,77.45
INE520H01022,BEARDSELL,BEARDSELL,2018-10-31,62.15,65.95,65.95
INE844K01012,BEDMUTHA IN,BEDMUTHA,2018-10-31,25.5,24.9,25.5
INE213D01015,BEEKAY,,2018-10-31,474,,474
INE052B01011,BEEYU OVERSE,,2018-10-31,0.37,,0.37
INE344T01014,BELLACASA,,2018-10-31,217,,217
INE142E01014,BEMCO HYDRAU,,2018-10-31,162,,162
INE258A01016,BEML LTD,BEML,2018-10-31,1491,1489.65,1491
INE664D01019,BENARES HOT,,2018-10-31,1170,,1170
INE665D01016,BENGAL TEA &,,2018-10-31,59.25,,59.25
INE083K01017,BENGLA& ASM,,2018-10-31,2645,,2645
INE463A01038,BERGE PAINT,BERGEPAINT,2018-10-31,252.85,253.05,253.05
INE348I01018,BERVIN INV.,,2018-10-31,17.95,,17.95
INE415H01017,BERYL DRUGS,,2018-10-31,12.7,,12.7
INE553F01035,BEST E.HOTEL,,2018-10-31,73,,73
INE919P01029,BESTSTEEL,,2018-10-31,153.05,,153.05
INE351Y01019,,BETA,2018-10-31,,170.25,170.25
INE765L01017,BETEX INDIA,,2018-10-31,70.95,,70.95
INE878K01010,BF INVEST,BFINVEST,2018-10-31,315.5,316,316
INE243D01012,BF UTILI,BFUTILITIE,2018-10-31,496.6,496.8,496.8
INE578R01011,BFFL,,2018-10-31,18.19,,18.19
INE948Q01018,BFLAFL,,2018-10-31,73.8,,73.8
INE295F01017,BFLYGANDHI,BUTTERFLY,2018-10-31,595,603,603
INE443D01018,BGIL FL TEC,,2018-10-31,3.54,,3.54
INE986W01016,BGJL,,2018-10-31,21,,21
INE224M01013,BGLOBAL,BGLOBAL,2018-10-31,5.66,5.65,5.66
INE661I01014,BGR ENERGY,BGRENERGY,2018-10-31,134.4,134.6,134.6
INE121J01017,BH INFRATEL,INFRATEL,2018-10-31,352.6,353.95,353.95
INE994B01014,BH.IMMUN&BIO,,2018-10-31,26.2,,26.2
INE354C01027,BHAGIL,BHAGERIA,2018-10-31,326.8,327.5,327.5
INE414D01019,BHAGIRA.CHEM,,2018-10-31,309.5,,309.5
INE656B01019,BHAGWANDAS M,,2018-10-31,15.74,,15.74
INE106G01014,BHAGWATI AUT,,2018-10-31,120.9,,120.9
INE026I01010,BHAGWATI OXY,,2018-10-31,37.15,,37.15
INE458B01036,BHAGYA INL,BHAGYANGR,2018-10-31,42.7,42.7,42.7
INE363W01018,BHAGYAPROP,BHAGYAPROP,2018-10-31,22.5,23.1,23.1
INE474E01029,BHANDARI HOS,BHANDARI,2018-10-31,3.68,3.7,3.7
INE922A01025,BHANSALI ENG,BEPL,2018-10-31,176.55,177,177
INE900A01013,BHARAT BHUSH,,2018-10-31,21,,21
INE464A01028,BHARAT BIJLE,BBL,2018-10-31,1381.7,1382.45,1382.45
INE263A01024,BHARAT ELECT,BEL,2018-10-31,171.65,172,172
INE465A01025,BHARAT FORGE,BHARATFORG,2018-10-31,722.7,724.9,724.9
INE561C01019,BHARAT GEARS,BHARATGEAR,2018-10-31,202.4,203,203
INE029A01011,BHARAT PET.,BPCL,2018-10-31,493,493.6,493.6
INE838B01013,BHARAT RA(PS,BHARATRAS,2018-10-31,4114.95,4142,4142
INE415D01024,BHARAT SEATS,,2018-10-31,218,,218
INE842D01011,BHARATAGRI,,2018-10-31,154.25,,154.25
INE180K01011,BHARATFIN,BHARATFIN,2018-10-31,1056.45,1058.6,1058.6
INE673G01013,BHARATIDIL,BHARATIDIL,2018-10-31,6.4,6.45,6.45
INF109KB15Y7,BHARATIWIN,BHARATIWIN,2018-10-31,38.9,38.85,38.9
INE316L01019,BHARATWIRE,BHARATWIRE,2018-10-31,129.8,129.8,129.8
INE397D01024,BHARTI ARTL,BHARTIARTL,2018-10-31,445.75,446,446
INE828A01016,BHARTIYA INT,BIL,2018-10-31,490.65,491,491
INE257A01026,BHEL,BHEL,2018-10-31,103.5,103.6,103.6
INE436C01014,BHILWARA SP.,,2018-10-31,11.38,,11.38
INE274K01012,BHILWRA TEC,,2018-10-31,17.65,,17.65
INE824B01021,BHUSH STEEL,BHUSANSTL,2018-10-31,53.6,53.6,53.6
INE412U01017,BIGBLOC,BIGBLOC,2018-10-31,139.9,138.1,139.9
INE819C01011,BIHAR SPONGE,,2018-10-31,2.58,,2.58
INE607L01029,BIL ENERGY,BILENERGY,2018-10-31,1.95,1.7,1.95
INE986A01012,BILCARE LTD.,,2018-10-31,74,,74
INE952D01018,BILPOWER LTD,BILPOWER,2018-10-31,1.95,1.85,1.95
INE469A01019,BIMETAL BEAR,,2018-10-31,639.95,,639.95
INE626H01019,BIN.TEX.PR(P,,2018-10-31,537.6,,537.6
INE071A01013,BINANI IND.,BINANIIND,2018-10-31,111.45,111,111.45
INE143A01010,BINDALAGRO,BINDALAGRO,2018-10-31,34.15,34.35,34.35
INE118K01011,BINNY LTD.,,2018-10-31,254.75,,254.75
INE160L01011,BINNY MILLS,,2018-10-31,305,,305
INE376G01013,BIOCON LTD.,BIOCON,2018-10-31,633.9,631,633.9
INE829A01014,BIOFIL CHEM,BIOFILCHEM,2018-10-31,15.5,15.5,15.5
INE958L01018,BIOGRPAPER,,2018-10-31,2.49,,2.49
INE998A01017,BIOPAC INDIA,,2018-10-31,30.65,,30.65
INE340A01012,BIRLA CORPN.,BIRLACORPN,2018-10-31,1168,1175,1175
INE372E01025,BIRLA PRETEC,,2018-10-31,7.38,,7.38
INE646O01013,BIRLA TRANS.,,2018-10-31,7.5,,7.5
INE800A01015,BIRLACABLE,BIRLACABLE,2018-10-31,55.2,54.9,55.2
INE831Q01016,BKMINDST,BKMINDST,2018-10-31,42.15,42,42.15
INE356C01022,BKV INDUSTRS,,2018-10-31,1.52,,1.52
INE350H01032,BL KASHYAP,BLKASHYAP,2018-10-31,56.5,56.4,56.5
INE472D01017,BL.CHIP TEX,,2018-10-31,138,,138
INE761G01016,BLA ROS IND,,2018-10-31,44.6,,44.6
INE791A01024,BLB LTD.,BLBLIMITED,2018-10-31,6.99,6.85,6.99
INE962P01011,BLFL,,2018-10-31,12.1,,12.1
INE416D01022,BLISSGVS PH,BLISSGVS,2018-10-31,209.6,209.55,209.6
INE253C01013,BLOOM DEKOR,,2018-10-31,56,,56
INE153T01027,BLS,BLS,2018-10-31,213.5,213.8,213.8
INE606B01022,BLS INFOTE,,2018-10-31,0.35,,0.35
INE113O01014,BLUE BLEND,BLUEBLENDS,2018-10-31,33.95,33.7,33.95
INE526K01031,BLUE CIRCLE,,2018-10-31,37.99,,37.99
INE233B01017,BLUE DART EX,BLUEDART,2018-10-31,4765,4747,4765
INE472A01039,BLUE STAR,BLUESTARCO,2018-10-31,767.85,766.6,767.85
INE657B01025,,BLUECHIP,2018-10-31,,0.2,0.2
INE373T01021,BLUECLOUDS,,2018-10-31,13.79,,13.79
INE472B01011,,BLUECOAST,2018-10-31,,125.4,125.4
INE489D01011,BNALTD,,2018-10-31,274.95,,274.95
INE418C01012,BNK CAPITAL,,2018-10-31,128.1,,128.1
INE084A01016,BNK OF INDIA,BANKINDIA,2018-10-31,162.55,162.7,162.7
INE679E01015,BNL,,2018-10-31,15,,15
INE355C01016,BNR UDYOG,,2018-10-31,31.5,,31.5
INE338D01028,BODAL CHEM,BODALCHEM,2018-10-31,159.9,160.25,160.25
INE104F01011,BODHTREE,,2018-10-31,93,,93
INE802W01015,,BOHRA,2018-10-31,,38.1,38.1
INE032A01023,BOM DYEING,BOMDYEING,2018-10-31,236.9,237.7,237.7
INE050A01025,BOM.BURMAH,BBTC,2018-10-31,1425,1423.5,1425
INE691K01017,BOM.CYCLE,,2018-10-31,2998.5,,2998.5
INE589G01011,BOMBAY RAYON,BRFL,2018-10-31,74,74.6,74.6
INE666D01022,BOROSIL GLAS,,2018-10-31,1005.05,,1005.05
INE323A01026,BOSCH LTD,BOSCHLTD,2018-10-31,19575,19664.95,19664.95
INE583M01012,BOTHRA MET,,2018-10-31,14.95,,14.95
INE947C01010,BP CAPITAL,,2018-10-31,15,,15
INE110A01019,BPL LTD.,BPL,2018-10-31,105.7,105.7,105.7
INE439N01023,BPTEX,,2018-10-31,13.96,,13.96
INE856A01017,BRADY MORRIS,,2018-10-31,76.75,,76.75
INE320I01017,BRAHM INFRA,,2018-10-31,37.9,,37.9
INE899B01015,BRAWN BIO,,2018-10-31,65.5,,65.5
INE958C01017,BRIDGE SECUR,,2018-10-31,10.3,,10.3
INE791I01019,BRIGADE,BRIGADE,2018-10-31,291.8,292.8,292.8
INE630D01010,BRIGHT BROS.,,2018-10-31,118,,118
INE661F01010,BRIPORT,,2018-10-31,6.65,,6.65
INE216A01022,BRITANIA IND,BRITANNIA,2018-10-31,4705.95,4712.4,4712.4
INE727S01012,BRNL,BRNL,2018-10-31,186.3,185,186.3
INE830N01015,BRONZE INFRA,,2018-10-31,1,,1
INE650L01011,BROOKS LABS,BROOKS,2018-10-31,105,105.65,105.65
INE118H01025,,BSE,2018-10-31,,902.6,902.6
INE395A01016,BSE INFRA,BSELINFRA,2018-10-31,5.64,5.65,5.65
INE594B01012,BSL LTD.,BSL,2018-10-31,94.8,96.35,96.35
INF209K01HT2,BSLGOLDETF,BSLGOLDETF,2018-10-31,2825,2799,2825
INE043K01029,BSLIMITED,BSLIMITED,2018-10-31,1.43,1.4,1.43
INF209K01IR4,,BSLNIFTY,2018-10-31,,109.75,109.75
INF209KB1119,BSLSENETFG,,2018-10-31,300,,300
INE595R01015,BULL,,2018-10-31,44.2,,44.2
INE817H01014,BURNPUR,BURNPUR,2018-10-31,12.49,12.4,12.49
INE562S01013,BVL,,2018-10-31,69,,69
INE319B01014,BYKE HOSP,BYKE,2018-10-31,193.5,193,193.5
INE874H01015,C & C CONSTR,CANDC,2018-10-31,73.25,75.8,75.8
INE010B01027,CADILA HEALT,CADILAHC,2018-10-31,429.85,430.4,430.4
INE090Y01013,,CADSYS,2018-10-31,,105,105
INE216C01010,CALCOM VISIO,,2018-10-31,13.68,,13.68
INE526B01014,CALIFORN.SOF,CALSOFT,2018-10-31,60.65,60.8,60.8
INE627H01017,CAMBRIDGE,CTE,2018-10-31,87.95,88.35,88.35
INE198C01010,CAMEX LTD,,2018-10-31,39.8,,39.8
INE052I01032,CAMLINFINE,CAMLINFINE,2018-10-31,128.4,128.5,128.5
INE959C01015,CAMPH.& ALL,,2018-10-31,1120,,1120
INE845E01012,CAMSONBIO,,2018-10-31,19.2,,19.2
INE494T01017,CAMSONSEEDS,,2018-10-31,27.8,,27.8
INE476A01014,CANARA BANK,CANBK,2018-10-31,351.85,352,352
INE477A01020,CANFIN HOMES,CANFINHOME,2018-10-31,453.05,452.6,453.05
INE068L01016,CANTABIL,CANTABIL,2018-10-31,117.05,117,117.05
INE264T01014,CAPACITE,CAPACITE,2018-10-31,363.7,364,364
INE688I01017,CAPF,CAPF,2018-10-31,748,748.2,748.2
INE960C01013,CAPFIN,,2018-10-31,2.49,,2.49
INE707C01018,CAPITAL TRUS,CAPTRUST,2018-10-31,500,503,503
INE475E01026,CAPLIN POINT,CAPLIPOINT,2018-10-31,623.7,629,629
INE513R01018,CAPPIPES,,2018-10-31,60,,60
INE479A01018,CAPRIHANS,,2018-10-31,105,,105
INE470N01010,CAPROLA.CHEM,,2018-10-31,13.67,,13.67
INE536P01013,CAPTAIN POLY,,2018-10-31,166.95,,166.95
INE120A01034,CARBORUNDUM,CARBORUNIV,2018-10-31,403,382,403
INE521J01018,CAREERP,CAREERP,2018-10-31,124.5,124.65,124.65
INE752H01013,CARERATING,CARERATING,2018-10-31,1374.5,1374.9,1374.9
INE081B01010,CARNATION IN,,2018-10-31,51,,51
INE068D01021,CASTEXTECH,CASTEXTECH,2018-10-31,5.49,5.5,5.5
INE172A01027,CASTROL,CASTROLIND,2018-10-31,187.2,187.15,187.2
INE170B01037,CAT TECHN.,,2018-10-31,1.3,,1.3
INE660B01011,CATVISION,,2018-10-31,47,,47
INE652F01027,CCHHL,CCHHL,2018-10-31,16.55,16.75,16.75
INE778E01031,CCL INTER,,2018-10-31,15.9,,15.9
INE421D01022,CCL PRODUCTS,CCL,2018-10-31,297.8,297.7,297.8
INE736A01011,,CDSL,2018-10-31,,335.45,335.45
INE482A01020,CEAT LIMITED,CEATLTD,2018-10-31,1870,1864,1870
INE209L01016,CEBBCO,CEBBCO,2018-10-31,17.5,17.7,17.7
INE358C01010,CEEJAY FINAN,,2018-10-31,215,,215
INE760J01012,CEETA IND.,,2018-10-31,14,,14
INE016Q01014,CEINSYSTECH,,2018-10-31,209.3,,209.3
INE185H01016,CELEBRITYFAS,CELEBRITY,2018-10-31,18,18.25,18.25
INE221I01017,CELESTIAL,CELESTIAL,2018-10-31,18.6,18.55,18.6
INE627F01011,CENLUB INDUS,,2018-10-31,64,,64
INE405H01018,CENTENIAL SU,,2018-10-31,69.4,,69.4
INE157B01026,CENTERAC,,2018-10-31,1.41,,1.41
INE483A01010,CENTRAL BK,CENTRALBK,2018-10-31,73.8,73.75,73.8
INE660C01027,CENTRUM CAP,,2018-10-31,73.5,,73.5
INE320B01020,CENTUM ELEC,CENTUM,2018-10-31,678,673.9,678
INE485A01015,CENTURY ENKA,CENTENKA,2018-10-31,332,330.95,332
INE281A01026,CENTURY EXT,CENTEXT,2018-10-31,6.82,6.8,6.82
INE055A01016,CENTURY TEXT,CENTURYTEX,2018-10-31,1406.25,1405.2,1406.25
INE348B01021,CENTURYPLY,CENTURYPLY,2018-10-31,327.6,329,329
INE739E01017,CERA SANITAR,CERA,2018-10-31,3527.6,3523,3527.6
INE345B01019,CEREBRA INTE,CEREBRAINT,2018-10-31,55.9,55.8,55.9
INE486A01013,CESC LTD.,CESC,2018-10-31,1074.35,1074.35,1074.35
INE181U01018,CFL,,2018-10-31,17.85,,17.85
INE180C01026,CGCL,CGCL,2018-10-31,114,113.95,114
INE067A01029,CGPOWER,CGPOWER,2018-10-31,91.95,92,92
INE084D01010,CG-VAK SOFTW,,2018-10-31,29.2,,29.2
INE419D01026,CHAMANLAL SE,,2018-10-31,165.05,,165.05
INE417N01011,CHAMBAL BREW,,2018-10-31,5.4,,5.4
INE085A01013,CHAMBAL FERT,CHAMBLFERT,2018-10-31,162.45,162,162.45
INE713D01055,CHANDNI TE,,2018-10-31,36.85,,36.85
INE368D01017,CHANDRA PRAB,,2018-10-31,19.7,,19.7
INE442C01012,CHARMS INDUS,,2018-10-31,1.64,,1.64
INE558F01026,CHARTERLOGIS,,2018-10-31,21.4,,21.4
INE659B01021,CHD DEV LTD,,2018-10-31,18.43,,18.43
INE995D01025,CHEMBOND CHM,,2018-10-31,267.2,,267.2
INE298W01016,CHEMCRUX,,2018-10-31,35,,35
INE320M01019,CHEMO PHARMA,,2018-10-31,41.8,,41.8
INE212P01011,CHEMTECH IND,,2018-10-31,21.65,,21.65
INE777O01016,CHENFERRO,,2018-10-31,4.5,,4.5
INE178A01016,CHENNAI PET.,CHENNPETRO,2018-10-31,423,423.35,423.35
INE974B01016,CHEVIOT CO.,,2018-10-31,1584.9,,1584.9
INE473C01025,CHHATT IND,,2018-10-31,7.25,,7.25
INE676G01024,CHITRA.SPIN.,,2018-10-31,8.9,,8.9
INE790D01020,CHL LTD,,2018-10-31,19.9,,19.9
INE102B01014,CHOICE INT.,,2018-10-31,195,,195
INE583D01011,CHOKHANI SEC,,2018-10-31,76.4,,76.4
INE865B01016,CHOKSI IMAG,,2018-10-31,34.5,,34.5
INE493D01013,CHOKSI LABOR,,2018-10-31,26.5,,26.5
INE121A01016,CHOLAFIN,CHOLAFIN,2018-10-31,1324,1324.9,1324.9
INE975C01011,CHORDIA FOOD,,2018-10-31,187,,187
INE490A01015,CHOWGULE ST,,2018-10-31,15.5,,15.5
INE662C01015,CHROMATIC IN,CHROMATIC,2018-10-31,2.59,2.6,2.6
INE052V01019,CIANAGRO,,2018-10-31,45.4,,45.4
INE345H01016,CIFL,,2018-10-31,49.65,,49.65
INE675C01017,CIGNITI TECH,CIGNITITEC,2018-10-31,296,296.5,296.5
INE473L01018,CIL,,2018-10-31,4.14,,4.14
INE672K01025,CIL NOVA,CNOVAPETRO,2018-10-31,36,36,36
INE830A01012,CIL SECURITS,,2018-10-31,35.55,,35.55
INE184C01028,CIMMCO,CIMMCO,2018-10-31,118,114.95,118
INE897D01015,CINDRELLA FI,,2018-10-31,2.88,,2.88
INE908C01012,CINDRELLA HT,,2018-10-31,23.3,,23.3
INE704H01022,CINELINE,CINELINE,2018-10-31,99.8,99.4,99.8
INE039B01026,CINEVISTA,CINEVISTA,2018-10-31,12.5,12.15,12.5
INE059A01026,CIPLA LTD.,CIPLA,2018-10-31,608.75,608.5,608.75
INE906D01014,CITADEL,,2018-10-31,89.95,,89.95
INE491A01021,CITY UNION,CUB,2018-10-31,163.75,164,164
INE557D01015,CJ GELATIN,,2018-10-31,9.28,,9.28
INE492A01029,CLARI CHEM,CLNINDIA,2018-10-31,647.45,646.95,647.45
INE562G01018,CLARIS LIFE,,2018-10-31,371.85,,371.85
INE854P01028,CLASSIC,,2018-10-31,0.65,,0.65
INE201M01011,CLEDUCATE,CLEDUCATE,2018-10-31,270.05,272.9,272.9
INE011B01017,CLIO INFOTEC,,2018-10-31,2.03,,2.03
INE767G01013,CLLIMITED,,2018-10-31,69.65,,69.65
INE515A01019,CMI FPE,,2018-10-31,1207,,1207
INE981B01011,CMI LTD.,CMICABLES,2018-10-31,263.15,263,263.15
INE889F01017,CMM HOSPITAL,,2018-10-31,26.78,,26.78
INE289S01013,,CMMIPL,2018-10-31,,79,79
INE135H01029,CNI RES LTD,,2018-10-31,3.5,,3.5
INE522F01014,COAL INDIA,COALINDIA,2018-10-31,304.15,304.55,304.55
INE788M01017,COCHIN MALA,,2018-10-31,51.8,,51.8
INE105D01013,COCHIN MIN.,,2018-10-31,165.95,,165.95
INE704P01017,COCHINSHIP,COCHINSHIP,2018-10-31,546.95,546.5,546.95
INE335K01011,COFFEEDAY,COFFEEDAY,2018-10-31,336.7,336.8,336.8
INE259A01022,COLGATE PALM,COLPAL,2018-10-31,1139.95,1142,1142
INE274M01018,COM FINCAP,,2018-10-31,15.95,,15.95
INE643N01012,COMBAT DRUGS,,2018-10-31,27.4,,27.4
INE456N01019,COMFORT COM,,2018-10-31,11.2,,11.2
INE819A01023,COMFORT INTE,,2018-10-31,1.57,,1.57
INE354B01029,COMMEX TECH,,2018-10-31,0.95,,0.95
INE823B01015,COMPETENT AU,,2018-10-31,264.4,,264.4
INE070C01037,COMPUAGE INF,COMPINFO,2018-10-31,49.95,50,50
INE453B01029,COMPUCOM SOF,COMPUSOFT,2018-10-31,14.65,14.5,14.65
INE607B01012,COMPUTER PNT,,2018-10-31,1.2,,1.2
INE073V01015,COMSYN,,2018-10-31,56.5,,56.5
INE714D01012,CONART ENG.,,2018-10-31,52.8,,52.8
INE858L01010,CONCORD,,2018-10-31,30.05,,30.05
INE552D01024,CONFI PETRO,,2018-10-31,34,,34
INE180M01033,CONFINT,,2018-10-31,5.39,,5.39
INE025A01027,,CONSOFINVT,2018-10-31,,80.45,80.45
INE429I01024,CONSOL CONST,CCCL,2018-10-31,7.5,7.4,7.5
INE369D01015,CONT.PETRO,,2018-10-31,33.65,,33.65
INE111A01017,CONTAIN.CORP,CONCOR,2018-10-31,1400,1395,1400
INE545B01022,CONTI.CONTRL,,2018-10-31,5.36,,5.36
INE080G01011,CONTIL I LTD,,2018-10-31,7.85,,7.85
INE663B01015,CONTROL PRNT,CONTROLPR,2018-10-31,471.65,470,471.65
INE558D01021,CORAL (I)FIN,CORALFINAC,2018-10-31,39.1,38.95,39.1
INE683E01017,CORAL LAB.,,2018-10-31,739.9,,739.9
INE792I01017,CORDS CABLE,CORDSCABLE,2018-10-31,122,124.9,124.9
INE312J01012,CORO ENGG,,2018-10-31,59.7,,59.7
INE169A01031,COROM INTER,COROMANDEL,2018-10-31,558,561,561
INE112A01023,CORPN.BANK,CORPBANK,2018-10-31,39.2,38.95,39.2
INE871E01018,CORPOR COUR,,2018-10-31,21.45,,21.45
INE496D01016,COSBOARD IND,,2018-10-31,41.5,,41.5
INE949B01018,COSCO INDIA,,2018-10-31,390,,390
INE124B01018,COSMO FERR.,,2018-10-31,28.55,,28.55
INE757A01017,COSMO FILMS,COSMOFILMS,2018-10-31,356,356,356
INE029B01019,COSYN,,2018-10-31,99,,99
INE695B01025,COUNTRY COND,COUNCODOS,2018-10-31,4.43,4.45,4.45
INE964D01013,COVENTRY COI,,2018-10-31,3.39,,3.39
INE008I01026,COX KINGS,COX&KINGS,2018-10-31,262,262.95,262.95
INF457M01133,CPSE ETF,CPSEETF,2018-10-31,31.14,31.25,31.25
INE176L01017,CRANE INFRA,,2018-10-31,8.53,,8.53
INE234B01023,CRANES SOFTW,,2018-10-31,4.24,,4.24
INE608B01010,CRANEX LTD.,,2018-10-31,23.55,,23.55
INE145E01017,CRAVATEX,,2018-10-31,400,,400
INE664B01021,CRAZY INFOTE,,2018-10-31,0.22,,0.22
INE985W01018,,CREATIVE,2018-10-31,,164.05,164.05
INE146E01015,CREATIVE,,2018-10-31,196.9,,196.9
INE230B01021,CREATIVE EYE,CREATIVEYE,2018-10-31,4.63,4.75,4.75
INE559D01011,CREST,CREST,2018-10-31,233,245,245
INE293N01016,CRESTCHEM LT,,2018-10-31,12.85,,12.85
INE007A01025,CRISIL LTD,CRISIL,2018-10-31,1951.2,1949.45,1951.2
INF760K01BR1,CRMFGETF,CRMFGETF,2018-10-31,,2765,2765
INE299U01018,CROMPTON,CROMPTON,2018-10-31,250.75,252,252
INE491V01019,,CROWN,2018-10-31,,86.8,86.8
INE969E01010,CROWNTOURS,,2018-10-31,16.45,,16.45
INE422M01013,CRPRISK,,2018-10-31,56.75,,56.75
INE718F01018,CSLFINANCE,,2018-10-31,659.9,,659.9
INE172D01021,CTL,,2018-10-31,4.8,,4.8
INE144D01012,CUBEX TUBING,CUBEXTUB,2018-10-31,26.45,26.35,26.45
INE298A01020,CUMMINS (I),CUMMINSIND,2018-10-31,924.05,924.4,924.4
INE509F01011,CUPID LTD,CUPID,2018-10-31,358,357.9,358
INE117B01012,CURATECH,,2018-10-31,6.08,,6.08
INE183D01010,CYBELE IND,,2018-10-31,6.66,,6.66
INE278G01037,CYBER MEDIA,CYBERMEDIA,2018-10-31,17.05,17.75,17.75
INE215B01022,CYBERMATE,,2018-10-31,3.68,,3.68
INE214A01019,CYBERTECH,CYBERTECH,2018-10-31,82.15,82.1,82.15
INE136B01020,CYIENT,CYIENT,2018-10-31,645,648,648
INE950I01011,D B CORP,DBCORP,2018-10-31,334.15,335.45,335.45
INE879I01012,D B REALTY,DBREALTY,2018-10-31,63.25,63.4,63.4
INE818H01020,DAAWAT,DAAWAT,2018-10-31,93.85,94.15,94.15
INE016A01026,DABUR (I),DABUR,2018-10-31,360.9,360.8,360.9
INF740KA1CV9,DACEFRDP,,2018-10-31,9.3,,9.3
INF740KA1CU1,DACEFRG,,2018-10-31,9.4,,9.4
INE928C01010,DAI-ICHI KAR,,2018-10-31,451,,451
INE789B01018,DAIKAFFIL CH,,2018-10-31,73,,73
INE422D01012,DALAL ST INV,,2018-10-31,124.45,,124.45
INE439L01019,DALMIABHA,DALMIABHA,2018-10-31,2958,2962.05,2962.05
INE495A01022,DALMIASUG,DALMIASUG,2018-10-31,107.8,107.7,107.8
INE497D01014,DAMOINDUS,DAMODARIND,2018-10-31,128.15,126.9,128.15
INE310B01013,DANLAW TECH.,,2018-10-31,94.9,,94.9
INE575D01033,DANUBE,,2018-10-31,4.25,,4.25
INE830S01014,DARJEELING,,2018-10-31,15.9,,15.9
INE671T01010,DARSHANORNA,,2018-10-31,198,,198
INE360S01012,DASL,,2018-10-31,25.55,,25.55
INE365B01017,DATAM GLOB,DATAMATICS,2018-10-31,136.05,135.5,136.05
INE108C01019,DAULAT SEC.,,2018-10-31,9.2,,9.2
INE917M01012,DBL,DBL,2018-10-31,928.1,929,929
INE921B01025,,DBSTOCKBRO,2018-10-31,,10.4,10.4
INE385W01011,DCAL,DCAL,2018-10-31,384,385,385
INE503A01015,DCBBANK,DCBBANK,2018-10-31,178.9,181.45,181.45
INE891B01012,DCM FINANCIA,,2018-10-31,3.28,,3.28
INE498A01018,DCM LTD.,DCM,2018-10-31,105.8,105.5,105.8
INE843D01019,DCM SHR.IND,,2018-10-31,268,,268
INE499A01024,DCMSHRIRAM,DCMSHRIRAM,2018-10-31,598,598.95,598.95
INE500A01029,DCW LTD.,DCW,2018-10-31,40.9,40.85,40.9
INE244A01016,DE NORA,DENORA,2018-10-31,396,397.5,397.5
INE583C01021,DECAN CEMENT,DECCANCE,2018-10-31,584,587,587
INE498D01012,DECCAN BEAR.,,2018-10-31,26.9,,26.9
INE132E01015,DECCAN POLYP,,2018-10-31,2.95,,2.95
INE945F01025,DECCANGOLD,,2018-10-31,39.3,,39.3
INE907E01010,DECO-MICA,,2018-10-31,27,,27
INE677H01012,DEEP INDS,DEEPIND,2018-10-31,210.2,210.85,210.85
INE501A01019,DEEPAK FERT.,DEEPAKFERT,2018-10-31,404.3,404.7,404.7
INE288B01029,DEEPAK NITR.,DEEPAKNTR,2018-10-31,284.05,284,284.05
INE272C01013,DEEPAK SPINN,,2018-10-31,99.45,,99.45
INE124G01033,DELTA CORP,DELTACORP,2018-10-31,364.75,364,364.75
INE393A01011,DELTA MAG,DELTAMAGNT,2018-10-31,,73.95,73.95
INE874N01013,DELTALTD,,2018-10-31,2.7,,2.7
INE872E01016,DELTON CABLE,,2018-10-31,27.95,,27.95
INE947J01015,DEN NETWORK,DEN,2018-10-31,113.2,113.15,113.2
INE077A01010,DENA BANK,DENABANK,2018-10-31,25.5,25.4,25.5
INE051G01012,DENIS CHEM,,2018-10-31,103.5,,103.5
INE455C01014,DEVINE IMPE,,2018-10-31,4.29,,4.29
INE060X01018,,DEVIT,2018-10-31,,80,80
INE202B01012,DEWAN H.FIN.,DHFL,2018-10-31,594.45,594,594.45
INE848N01017,DFL,,2018-10-31,11,,11
INE456C01012,DFM FOODS,DFMFOODS,2018-10-31,1679,1634.95,1679
INE260R01016,DHABRIYA,,2018-10-31,155,,155
INE041A01016,DHAMPUR SUGA,DHAMPURSUG,2018-10-31,192.05,192.3,192.3
INE956B01013,DHAMPURE SGR,,2018-10-31,17,,17
INE435G01025,DHAN AGRI,DHANUKA,2018-10-31,784.25,783.75,784.25
INE239F01015,DHAN JEEVAN,,2018-10-31,32,,32
INE220C01012,DHAN ROTO SP,,2018-10-31,43.75,,43.75
INE041F01015,DHANADACOL,,2018-10-31,3.51,,3.51
INE680A01011,DHANALAK.BNK,DHANBANK,2018-10-31,27.15,27.15,27.15
INE953D01016,DHANLXMI FAB,,2018-10-31,38,,38
INE296Q01012,DHANUKACOM,,2018-10-31,7.7,,7.7
INE615R01011,DHANVARSHA,,2018-10-31,28.05,,28.05
INE505A01010,DHARAMSI CHM,,2018-10-31,111.4,,111.4
INE899D01011,DHARANI FIN.,,2018-10-31,16.55,,16.55
INE988C01014,DHARANI SUG,DHARSUGAR,2018-10-31,26.75,26.55,26.75
INE758D01027,DHENUBUILD,,2018-10-31,2.82,,2.82
INE589D01018,DHINDIA,,2018-10-31,28.8,,28.8
INE313G01016,DHOOT I.FIN.,,2018-10-31,75.7,,75.7
INE590D01016,DHP INDIA LT,,2018-10-31,579,,579
INE341R01014,DHUN TEAIND,DTIL,2018-10-31,439.9,439.9,439.9
