ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value
INE086E01021,SATPROP LTD,,2018-10-31,7.34,,7.34
INE176C01016,SATVAH.ISPAT,SATHAISPAT,2018-10-31,28.7,28.4,28.7
INE394F01018,SATYA MINERS,,2018-10-31,3.9,,3.9
INE365L01016,SAUMYACAP,,2018-10-31,0.23,,0.23
INE626A01014,SAURAS.CEM.,,2018-10-31,93.3,,93.3
INE304E01010,SAVANI FIN.,,2018-10-31,9.68,,9.68
INE856B01015,SAVEN TECHNO,,2018-10-31,22.85,,22.85
INE104E01014,SAVERA IND,,2018-10-31,88.9,,88.9
INE248B01015,SAWACA BUSI,,2018-10-31,3.59,,3.59
INE318C01014,SAYAJI HOTEL,,2018-10-31,280,,280
INE327G01024,SAYAJIIND,,2018-10-31,512.45,,512.45
INE945O01019,SBCL,,2018-10-31,65.2,,65.2
INE948G01019,SBEC SUGAR,,2018-10-31,6.61,,6.61
INE363D01018,SBFL,,2018-10-31,8.31,,8.31
INF200K01099,SBI GOLD ETS,SETFGOLD,2018-10-31,2748,2757,2757
INE123W01016,SBILIFE,SBILIFE,2018-10-31,679,681.5,681.5
INF200K01VT2,SBISENSEX,,2018-10-31,383.85,,383.85
INE857P01021,SBL,,2018-10-31,0.57,,0.57
INE204Y01010,SBRANDS,,2018-10-31,135,,135
INE895E01017,SCAGRO,,2018-10-31,1.8,,1.8
INE146N01016,SCANDENT,,2018-10-31,19.06,,19.06
INE967B01028,SCANP GEOM,,2018-10-31,24.9,,24.9
INE099G01011,SCANSTL,,2018-10-31,19.95,,19.95
INE224E01036,SCAPDVR,SCAPDVR,2018-10-31,10.36,10.25,10.36
INE892C01018,SCC,,2018-10-31,29.85,,29.85
INE979R01011,SCFL,SHYAMCENT,2018-10-31,11.9,11.8,11.9
INE024C01026,SCHABLONA (I,,2018-10-31,20.29,,20.29
INE513A01014,SCHAEFFLER,SCHAEFFLER,2018-10-31,5649.9,5585.6,5649.9
INE807K01035,SCHAND,SCHAND,2018-10-31,479.4,479.9,479.9
INE839M01018,SCHNEIDER,SCHNEIDER,2018-10-31,121.05,121.5,121.5
INE959E01011,SCOOTERS IND,,2018-10-31,64.5,,64.5
INE501Y01019,SCPL,,2018-10-31,123.15,,123.15
INE004E01016,SDL,,2018-10-31,45.9,,45.9
INE497B01018,SEAMEC LTD,SEAMECLTD,2018-10-31,178.95,175.5,178.95
INE454D01015,SEASONS FUR.,,2018-10-31,6.49,,6.49
INE707B01010,SEASONS TEXT,,2018-10-31,22.9,,22.9
INE195Y01010,,SECURCRED,2018-10-31,,212.5,212.5
INE440T01010,SEIL,,2018-10-31,157,,157
INE105I01012,SEL MANUF,SELMCL,2018-10-31,3.1,3.1,3.1
INE818A01017,SELAN EXPLOR,SELAN,2018-10-31,226.9,226,226.9
INF346A01034,SENSEXIWIN,SENSEXIWIN,2018-10-31,375.28,375.08,375.28
INE564B01015,SENTHILINFO,,2018-10-31,7.14,,7.14
INE735M01018,SEPOWER,SEPOWER,2018-10-31,,9.25,9.25
INE807F01027,SEQUENT,SEQUENT,2018-10-31,88.75,88.55,88.75
INE431L01016,SERVALAKSHMI,SERVALL,2018-10-31,,1.95,1.95
INE782X01017,,SERVOTECH,2018-10-31,,38,38
INE185D01015,SERVOTECH EN,,2018-10-31,2.1,,2.1
INE630A01016,SESHA.PAPER,SESHAPAPER,2018-10-31,1038.45,1050,1050
INE878E01021,SETCO AUTO,SETCO,2018-10-31,67.7,67.65,67.7
INF200KA1JT1,,SETF10GILT,2018-10-31,,161,161
INF200KA1572,SETFBSE100,,2018-10-31,116.1,,116.1
INF200KA1FS1,,SETFNIF50,2018-10-31,,115,115
INF200KA1580,,SETFNIFBK,2018-10-31,,275.5,275.5
INF200KA1598,,SETFNN50,2018-10-31,,311,311
INE573R01012,SEYAIND,,2018-10-31,670,,670
INE955I01036,SEZALGLASS,SEZAL,2018-10-31,4.65,4.4,4.65
INE916U01025,SFL,SFL,2018-10-31,1600,1607.5,1607.5
INE320C01010,SFLINTER,,2018-10-31,2.6,,2.6
INE716K01012,SFPIL,,2018-10-31,21.5,,21.5
INE883G01018,,SGFL,2018-10-31,,1.55,1.55
INE414Y01015,SGRL,,2018-10-31,43,,43
INE318K01017,SH PRECOTED,,2018-10-31,0.37,,0.37
INE688C01010,SH.BHAWANI,,2018-10-31,4.66,,4.66
INE065E01017,SH.HARI CHEM,,2018-10-31,51.25,,51.25
INE538D01015,SH.KARTHIK P,,2018-10-31,20.25,,20.25
INE847D01010,SH.PACETRON.,,2018-10-31,12.6,,12.6
INE617D01017,SH.RAJES.PAP,,2018-10-31,16.55,,16.55
INE387D01025,SH.STEEL WIR,,2018-10-31,17.6,,17.6
INE151G01010,SHA ENG PLA,,2018-10-31,1142,,1142
INE640C01011,SHAH ALLOYS,SHAHALLOYS,2018-10-31,21.55,22.15,22.15
INE455D01012,SHAH FOOD(P),,2018-10-31,163.5,,163.5
INE825D01016,SHAHISHIP,,2018-10-31,8.75,,8.75
INE195R01014,SHAILJA,,2018-10-31,12.1,,12.1
INE908D01010,SHAKTI PUMPS,SHAKTIPUMP,2018-10-31,542.7,542,542.7
INE597J01018,SHALBY,SHALBY,2018-10-31,241.7,242,242
INE861D01011,SHALIB.FINAN,,2018-10-31,150,,150
INE849C01026,SHALIMAR PAI,SHALPAINTS,2018-10-31,192.9,194,194
INE435E01020,SHALIMAR PRO,,2018-10-31,0.49,,0.49
INE655D01025,SHALIMAR WIR,,2018-10-31,19,,19
INE118R01016,SHANGAR,,2018-10-31,18.25,,18.25
INE274V01019,SHANKARA,SHANKARA,2018-10-31,1730,1720.95,1730
INE408F01016,SHANTAI,,2018-10-31,156.5,,156.5
INE545N01019,SHANTANU SHE,,2018-10-31,7.19,,7.19
INE631A01022,SHANTHI GEAR,SHANTIGEAR,2018-10-31,149.75,151.9,151.9
INE933X01016,,SHANTI,2018-10-31,,43.5,43.5
INE385M01012,SHARDA ISPAT,,2018-10-31,94.3,,94.3
INE597I01010,SHARDA MOTOR,SHARDAMOTR,2018-10-31,2349,2350,2350
INE221J01015,SHARDACROP,SHARDACROP,2018-10-31,445.3,444.9,445.3
INE037B01012,SHARDUL SECU,,2018-10-31,52.15,,52.15
INF732E01128,SHARIA BEES,SHARIABEES,2018-10-31,285,270,285
INE669Y01014,SHARIKA,,2018-10-31,55.35,,55.35
INE028B01029,SHARON BIO,SHARONBIO,2018-10-31,7,6.95,7
INE207B01011,SHARP INDIA,,2018-10-31,52,,52
INE909D01026,SHARP INV,,2018-10-31,1.56,,1.56
INE700V01013,SHASHIJIT,,2018-10-31,30.75,,30.75
INE786J01017,SHEETAL DIAM,,2018-10-31,5.56,,5.56
INE268L01020,SHEKHAWATI,SPYL,2018-10-31,0.68,0.7,0.7
INE413C01013,SHELTER,,2018-10-31,10.9,,10.9
INE363M01019,SHEMAROO,SHEMAROO,2018-10-31,533.05,535,535
INE011D01013,SHERVANI IND,,2018-10-31,645,,645
INE278C01010,SHETRON LTD,,2018-10-31,72.6,,72.6
INE024F01011,SHILCHAR TEC,,2018-10-31,430,,430
INE960A01017,SHILP GRAVUR,,2018-10-31,149,,149
INE790G01031,SHILPA MEDIC,SHILPAMED,2018-10-31,576.45,578.8,578.8
INE510K01019,SHILPI CABLE,SHILPI,2018-10-31,11.49,11.45,11.49
INE109A01011,SHIPP.CORPN,SCI,2018-10-31,82.2,82.3,82.3
INE196B01016,SHIRPUR GOLD,SHIRPUR-G,2018-10-31,165,165.1,165.1
INE145Y01015,SHISHIND,,2018-10-31,29.5,,29.5
INE386D01027,SHIV.BIMETAL,,2018-10-31,102,,102
INE555C01029,SHIVA CEMENT,,2018-10-31,30,,30
INE960E01019,SHIVA FERT.,,2018-10-31,90,,90
INE875N01028,SHIVA MEDIC.,,2018-10-31,13.66,,13.66
INE705C01020,SHIVA TEXYAM,SHIVATEX,2018-10-31,619.8,616.3,619.8
INE191V01015,SHIVAEXPO,,2018-10-31,21.35,,21.35
INE092H01014,SHIVAGRICO,,2018-10-31,6.53,,6.53
INE788J01013,SHIVALIK,,2018-10-31,783,,783
INE637H01024,SHIVAM AUTO,SHIVAMAUTO,2018-10-31,85.2,85.5,85.5
INE500L01026,SHK,SHK,2018-10-31,305.9,305.6,305.9
INE498B01024,SHOPPER STOP,SHOPERSTOP,2018-10-31,525,525,525
INE715Y01015,,SHRADHA,2018-10-31,,69.45,69.45
INE070A01015,SHREE CEMENT,SHREECEM,2018-10-31,17499.9,17522.15,17522.15
INE080I01025,SHREE GLOBAL,,2018-10-31,2.12,,2.12
INE970C01012,SHREE KRISHN,,2018-10-31,34.25,,34.25
INE796C01011,SHREE RAJSYN,,2018-10-31,20.25,,20.25
INE879A01019,SHREE RAMA,SHREERAMA,2018-10-31,14.2,14.4,14.4
INE117K01013,SHREE SURGOV,,2018-10-31,9.09,,9.09
INE130D01037,SHREE TULSI,,2018-10-31,11.45,,11.45
INE051N01018,SHREEGANES,,2018-10-31,250.95,,250.95
INE712K01011,SHREEPUSHK,SHREEPUSHK,2018-10-31,279,276.8,279
INE164H01011,SHREERAM,,2018-10-31,46.45,,46.45
INE981C01019,SHREEVAT.FIN,,2018-10-31,4.18,,4.18
INE914B01012,SHREMETAL,,2018-10-31,11.8,,11.8
INE632X01014,,SHRENIK,2018-10-31,,646,646
INE757B01015,SHREY SH LOG,SHREYAS,2018-10-31,591.45,594.9,594.9
INE231C01019,SHREYANS IND,SHREYANIND,2018-10-31,190.15,190.9,190.9
INE115F01017,SHREYAS INTE,,2018-10-31,8.8,,8.8
INE402H01015,SHRI BAJRANG,,2018-10-31,21.95,,21.95
INE204C01024,SHRI DINESH,,2018-10-31,205,,205
INE564J01026,SHRI JAGDAMB,,2018-10-31,198,,198
INE997I01012,SHRI KRISH,,2018-10-31,15.35,,15.35
INE753D01010,SHRICON IND.,,2018-10-31,40,,40
INE526E01018,,SHRIPISTON,2018-10-31,,1800,1800
INE777G01012,SHRIRAM ASSE,,2018-10-31,85,,85
INE964H01014,SHRIRAM EPC,SHRIRAMEPC,2018-10-31,29.8,29.6,29.8
INE721A01013,SHRIRAM TRAN,SRTRANSFIN,2018-10-31,1404.95,1405,1405
INE472C01027,SHRISTINFRA,,2018-10-31,293,,293
INE722A01011,SHRMCITYUN,SHRIRAMCIT,2018-10-31,2074.9,2069,2074.9
INE344E01016,SHUKRA JEW,,2018-10-31,10.05,,10.05
INE551C01028,SHUKRAPHAR,,2018-10-31,57.65,,57.65
INE203N01015,SHYAMKAM INV,,2018-10-31,29.45,,29.45
INE441C01014,SIBAR AUTO,,2018-10-31,20.54,,20.54
INE176J01011,SICAGEN IND,SICAGEN,2018-10-31,47,46.95,47
INE075B01012,SICAL LOG,SICAL,2018-10-31,223.9,221.9,223.9
INE930X01012,SIDDH,,2018-10-31,42,,42
INE140C01012,SIDDHA VEN,,2018-10-31,0.68,,0.68
INE003A01024,SIEMENS LTD.,SIEMENS,2018-10-31,1328.4,1331.3,1331.3
INE873S01022,SIENERGY,,2018-10-31,8.89,,8.89
INE529F01027,SIGNET IND,SIGNET,2018-10-31,8.38,8.3,8.38
INE971P01012,,SIIL,2018-10-31,,65.7,65.7
INE438E01016,SIKA INTER.,,2018-10-31,222.5,,222.5
INE112X01017,,SIKKO,2018-10-31,,35.5,35.5
INE923A01015,SIL INVEST,SILINV,2018-10-31,480,485,485
INE203Y01012,,SILLYMONKS,2018-10-31,,162,162
INE870J01019,SILVER OAK,,2018-10-31,13.6,,13.6
INE798C01017,SILVEROAK,,2018-10-31,5.24,,5.24
INE625X01018,,SILVERTUC,2018-10-31,,122.5,122.5
INE748T01016,SIMBHALS,SIMBHALS,2018-10-31,23.3,23.25,23.3
INE657D01021,SIMMONDS-MAR,,2018-10-31,117.9,,117.9
INE658D01011,SIMPLEX CAST,,2018-10-31,170,,170
INE457H01019,SIMPLEX MIL,,2018-10-31,10.55,,10.55
INE898F01018,SIMPLEX PROJ,SIMPLEX,2018-10-31,37,36.25,37
INE167H01014,SIMPLEX REAL,,2018-10-31,120,,120
INE059B01024,SIMPLX INFRA,SIMPLEXINF,2018-10-31,615.75,610,615.75
INE354D01017,SIMRAN FARMS,,2018-10-31,156,,156
INE985A01014,SINCLAIR HOT,,2018-10-31,454.5,,454.5
INE638A01035,SINGER INDIA,,2018-10-31,51,,51
INE429C01035,SINTEX IND.,SINTEX,2018-10-31,23.45,23.4,23.45
INE501W01021,SINTEXPLAST,SPTL,2018-10-31,75.4,75.5,75.5
INE613C01018,SIPROJECTS,,2018-10-31,247.6,,247.6
INE117H01019,SIR SHADI LA,,2018-10-31,65.5,,65.5
INE285J01010,SIS,SIS,2018-10-31,1212,1216,1216
INE932X01018,SISL,,2018-10-31,115,,115
INE579D01019,SITA ENTER.,,2018-10-31,22.8,,22.8
INE686I01011,SITA SHREE,SITASHREE,2018-10-31,5.15,4.95,5.15
INE965H01011,SITINET,SITINET,2018-10-31,23.5,23.55,23.55
INE920P01019,SIVI,,2018-10-31,57,,57
INE076B01028,SIYARAM SILK,SIYSIL,2018-10-31,690,700,700
INE312B01027,SJ CORP LTD,,2018-10-31,14.75,,14.75
INE002L01015,SJVN,SJVN,2018-10-31,34.8,34.6,34.8
INE094T01015,SKC,,2018-10-31,179.95,,179.95
INE260E01014,SKCIL,,2018-10-31,183.9,,183.9
INE640A01023,SKF INDIA,SKFINDIA,2018-10-31,1798,1802,1802
INE279P01036,SKFL,,2018-10-31,4.27,,4.27
INE429F01012,SKIL,SKIL,2018-10-31,47.85,48.05,48.05
INE055Q01012,SKILVEN,,2018-10-31,17.9,,17.9
INE439E01022,SKIPPER,SKIPPER,2018-10-31,247.9,247.9,247.9
INE459U01018,SKL,,2018-10-31,17.75,,17.75
INE411D01015,SKM EGG PROD,SKMEGGPROD,2018-10-31,84.3,84.5,84.5
INE672X01010,,SKML,2018-10-31,,58,58
INE009Q01019,SKP,,2018-10-31,19.85,,19.85
INE709B01016,SKP SECURE.,,2018-10-31,72.95,,72.95
INE507Y01016,,SKSTEXTILE,2018-10-31,,95.5,95.5
INE765B01018,SKY INDUST.,,2018-10-31,55,,55
INE178E01026,SKYL MILLAR,,2018-10-31,4.99,,4.99
INE766D01012,SMARTFIN,,2018-10-31,49.4,,49.4
INE178C01020,SMARTLINK,SMARTLINK,2018-10-31,119,119.7,119.7
INE728B01032,SMFIL,,2018-10-31,0.48,,0.48
INE641A01013,SMIFS CAPITA,,2018-10-31,57.15,,57.15
INE294B01019,SMLISUZU,SMLISUZU,2018-10-31,850.85,848,850.85
INE017W01010,SMLT,,2018-10-31,60,,60
INE215G01021,SMPL,SMPL,2018-10-31,1.63,1.65,1.65
INE172E01011,SMRUTHIORG,,2018-10-31,92,,92
INE812G01025,SMS PHARMACE,SMSPHARMA,2018-10-31,99.8,100,100
INE320X01016,SMSLIFE,SMSLIFE,2018-10-31,423.8,421.95,423.8
INE702Y01013,,SMVD,2018-10-31,,39,39
INE568F01017,SNL BEARINGS,,2018-10-31,391,,391
INE734N01019,SNOWMAN,SNOWMAN,2018-10-31,57.25,57.3,57.3
INE671H01015,SOBHA,SOBHA,2018-10-31,575,575.5,575.5
INE002B01016,SOFTSOL (I),,2018-10-31,39.85,,39.85
INE343H01029,SOLAR IND,SOLARINDS,2018-10-31,1098.85,1094,1098.85
INE161C01026,SOLID CARBID,,2018-10-31,0.38,,0.38
INE584G01012,SOLID STONE,,2018-10-31,71,,71
INE717P01027,SOLISMAR,,2018-10-31,0.53,,0.53
INE410A01013,SOLITAIR MC,,2018-10-31,59.9,,59.9
INE314H01012,SOLIX TECHNO,,2018-10-31,176.45,,176.45
INE480C01012,SOM DISTILL.,SDBL,2018-10-31,257.65,257.3,257.65
INE314C01013,SOMA TEXTILE,SOMATEX,2018-10-31,14.55,14.65,14.65
INE355A01028,SOMANY CRAM,SOMANYCERA,2018-10-31,767,760.55,767
INE754C01010,SOMDATT FIN,,2018-10-31,5.84,,5.84
INE323J01019,SOMI CONVEY,SOMICONVEY,2018-10-31,70,70.9,70.9
INE643A01035,SONA KOYO ST,SONASTEER,2018-10-31,109.3,109.2,109.3
INE344I01017,SONAL ADHESI,,2018-10-31,6.66,,6.66
INE269A01021,SONATA SOFT.,SONATSOFTW,2018-10-31,308,308,308
INE126M01010,SORILHOLD,SORILHOLD,2018-10-31,261.4,256,261.4
INE034H01016,SORILINFRA,SORILINFRA,2018-10-31,263.95,263.95,263.95
INE035D01012,SOTL,SOTL,2018-10-31,1433.95,1439.45,1439.45
INE679C01027,SOURCENTRL,,2018-10-31,119.75,,119.75
INE683A01023,SOUTH IND.BK,SOUTHBANK,2018-10-31,30.6,30.65,30.65
INE147A01011,SOUTH PET(PS,SPIC,2018-10-31,44.85,44.9,44.9
INE410M01018,SOUTH.LATEX,,2018-10-31,10.98,,10.98
INE308N01012,SOUTH.MAGNES,,2018-10-31,37.4,,37.4
INE371B01015,SOUTHBIOTEC,,2018-10-31,4.14,,4.14
INE959D01013,SOVEREIGN DI,,2018-10-31,13.91,,13.91
INE826D01014,SOWBH MEDIA,,2018-10-31,2.81,,2.81
INE212I01016,SPAL,SPAL,2018-10-31,383.85,382.5,383.85
INE960B01015,SPARC SYSTEM,,2018-10-31,3.32,,3.32
INE247M01014,SPECIALITY R,SPECIALITY,2018-10-31,165,165.9,165.9
INE547C01018,SPECTR FOOD,,2018-10-31,52.35,,52.35
INE848B01012,SPECTRA IND.,,2018-10-31,31.8,,31.8
INE252A01019,SPEL SEMICON,,2018-10-31,15,,15
INE175C01018,SPENTA INT.,,2018-10-31,197,,197
INE376C01020,SPENTEX INDS,SPENTEX,2018-10-31,6.2,6.2,6.2
INE737B01033,SPHEREGSL,SPHEREGSL,2018-10-31,41.4,41.8,41.8
INE882D01017,SPICE ISLAND,,2018-10-31,23,,23
INE285B01017,SPICEJET LTD,,2018-10-31,129.75,,129.75
INE927C01020,SPICEMOBI,SPICEMOBI,2018-10-31,22.6,23.7,23.7
INE592O01019,SPICY,,2018-10-31,10.45,,10.45
INE805E01016,SPISYS,,2018-10-31,7.9,,7.9
INE978G01016,SPL INDS,SPLIL,2018-10-31,25.3,25.8,25.8
INE937A01023,SPMLINFRA,SPMLINFRA,2018-10-31,137.85,137.45,137.85
INE885H01011,SPORTKING,,2018-10-31,43.5,,43.5
INE502O01018,SPS,,2018-10-31,190,,190
INE758B01013,SPS INTL.,,2018-10-31,5,,5
INE201K01015,SQSBFSI,SQSBFSI,2018-10-31,526,529,529
INE618F01010,SREE JAYA.AU,,2018-10-31,1.78,,1.78
INE917H01012,SREE RAYALA,SRHHYPOLTD,2018-10-31,192.2,196,196
INE266H01014,SREE SAKTHI,,2018-10-31,8.75,,8.75
INE377C01010,SREECHEM RES,,2018-10-31,7.6,,7.6
INE099F01013,SREELEATHER,SREEL,2018-10-31,272.95,272,272.95
INE872A01014,SREIINFRA,SREINFRA,2018-10-31,97.1,97.2,97.2
INE606K01023,SRESTHA,,2018-10-31,12.25,,12.25
INE647A01010,SRF LIMITED,SRF,2018-10-31,1835.05,1827.95,1835.05
INE559N01010,SRG HFL,,2018-10-31,355,,355
INE416A01036,SRI ADHIKARI,SABTN,2018-10-31,24.3,24.3,24.3
INE232A01011,SRI DIGV CEM,,2018-10-31,27.5,,27.5
INE009C01019,SRI KPR IND,,2018-10-31,30,,30
INE456D01010,SRI LAK.SAR.,,2018-10-31,26.8,,26.8
INE443E01016,SRI NACHAMAI,,2018-10-31,20.2,,20.2
INE306D01017,SRI RAMK.MIL,,2018-10-31,13.5,,13.5
INE943C01027,SRIPIPES,SRIPIPES,2018-10-31,385.15,387,387
INE634W01012,,SRIRAM,2018-10-31,,20.3,20.3
INE951M01037,SRK INDUS,,2018-10-31,2.5,,2.5
INE621O01016,SRL,,2018-10-31,8.84,,8.84
INE002J01019,SRS FINANCE,,2018-10-31,14.25,,14.25
INE219H01039,SRS LIMITED,SRSLTD,2018-10-31,1.4,1.5,1.5
INE953I01023,SRS REAL,,2018-10-31,7.1,,7.1
INE838C01011,SSPDL LTD,,2018-10-31,78.9,,78.9
INE110Q01015,ST CORP,,2018-10-31,33.9,,33.9
INE802C01017,ST.STR.WHEEL,SSWL,2018-10-31,1125.45,1128,1128
INE224E01028,STAMPEDE CAP,STAMPEDE,2018-10-31,16.84,16.8,16.84
INE028L21018,STAN CHART,,2018-10-31,67.85,,67.85
INE457D01018,STANPACKS(I),,2018-10-31,7.79,,7.79
INE441L01015,STANROSE MAF,,2018-10-31,170,,170
INE939A01011,STAR,STAR,2018-10-31,785.5,785,785.5
INE733A01018,STAR PAPER,STARPAPER,2018-10-31,275.4,275.85,275.85
INE460H01021,STARCEMENT,STARCEMENT,2018-10-31,128.5,129,129
INE347I01010,STARCOM,,2018-10-31,250,,250
INE541K01014,STARDELTA,,2018-10-31,158.45,,158.45
INE909P01012,STARLIT,,2018-10-31,16.05,,16.05
INE035C01022,STARLITE COM,,2018-10-31,51.8,,51.8
INE580C01019,STARLOG,,2018-10-31,70.95,,70.95
INE062A01020,STATE BANK,SBIN,2018-10-31,316.45,316.6,316.6
INE655A01013,STC INDIA,STCINDIA,2018-10-31,162.75,163.75,163.75
INE502C01039,STD.BATTERY,,2018-10-31,8.16,,8.16
INE173A01025,STD.INDUST.,SIL,2018-10-31,22.95,23.4,23.4
INE114A01011,STEEL AUTH.,SAIL,2018-10-31,91.25,91.35,91.35
INE503B01013,STEEL EXCH,STEELXIND,2018-10-31,33.95,33.75,33.95
INE124E01020,STEELCAST,,2018-10-31,214.9,,214.9
INE395H01011,,STEELCITY,2018-10-31,,121.5,121.5
INE629B01024,STEELCO GUJ.,,2018-10-31,9.39,,9.39
INE577L01016,STEL,STEL,2018-10-31,119.5,118.8,119.5
INE395F01023,STELLANT,,2018-10-31,3.6,,3.6
INE325P01011,STELLAR CAP,,2018-10-31,6.28,,6.28
INE089C01029,STER TECH,STRTECH,2018-10-31,381,381,381
INE696C01021,STERL INTER,,2018-10-31,2.33,,2.33
INE324C01038,STERL.BIOTEC,STERLINBIO,2018-10-31,3.75,3.8,3.8
INE334A01023,STERL.TOOLS,STERTOOLS,2018-10-31,404,406.05,406.05
INE067E01013,STERPOW,,2018-10-31,6.86,,6.86
INE356D01012,STEWARTS,,2018-10-31,12.5,,12.5
INE090C01019,STI INDIA LT,STINDIA,2018-10-31,19.2,20,20
INE402Y01010,STL,,2018-10-31,157,,157
INE353H01010,STL GLOBAL,SGL,2018-10-31,18.85,19.2,19.2
INE205F01016,STL STR INF,,2018-10-31,7.66,,7.66
INE290C01015,STONE INDIA,,2018-10-31,46.95,,46.95
INE755D01015,STOVAC IND.,,2018-10-31,3090,,3090
INE398F01019,STR GRE WOO,,2018-10-31,21.35,,21.35
INE134F01026,STURDY INDS,,2018-10-31,0.96,,0.96
INE754A01014,SUBEX LTX,SUBEX,2018-10-31,10.25,10.25,10.25
INE690D01014,SUBHASH SILK,,2018-10-31,12.19,,12.19
INE287B01021,SUBROS LTD.,SUBROS,2018-10-31,356.9,354.8,356.9
INE475D01010,SUCHITRA,,2018-10-31,65.2,,65.2
INE618D01015,SUDAL INDUS,,2018-10-31,14.5,,14.5
INE659A01023,SUDARSH.CHEM,SUDARSCHEM,2018-10-31,462.7,464.95,464.95
INE691D01012,SUDITI IND.,,2018-10-31,85.7,,85.7
INE309D01011,SUGAL DAM,,2018-10-31,17,,17
INE216G01011,SUJANA INDUS,SUJANAUNI,2018-10-31,1.12,1.1,1.12
INE450E01011,SUKJIT STRCH,,2018-10-31,542.5,,542.5
INE673M01029,SULABH ENG.,,2018-10-31,11.85,,11.85
INE886B01012,SUMEDHA FISC,,2018-10-31,46,,46
INE235C01010,SUMEET INDUS,SUMEETINDS,2018-10-31,28.8,28.65,28.8
INE764B01029,SUMERU IND,,2018-10-31,1.19,,1.19
INE519C01017,SUMMIT SECU,SUMMITSEC,2018-10-31,1079,1088.1,1088.1
INE044A01036,SUN PHARMA.,SUNPHARMA,2018-10-31,594.7,594.9,594.9
INE320F01013,SUN SOURCE,,2018-10-31,4.67,,4.67
INE424H01027,SUN TVNET,SUNTV,2018-10-31,1030,1030,1030
INE584D01019,SUNCITY SYNT,,2018-10-31,6.65,,6.65
INE105A01035,SUNDAR.CLAY,SUNCLAYLTD,2018-10-31,4949.95,4929.9,4949.95
INE073D01013,SUNDARAM BRK,SUNDRMBRAK,2018-10-31,632.5,632.25,632.5
INE387A01021,SUNDARAM FAS,SUNDRMFAST,2018-10-31,538.2,536.7,538.2
INE660A01013,SUNDARAM FIN,SUNDARMFIN,2018-10-31,1912.95,1899,1912.95
INE108E01023,SUNDARAMMUL,SUNDARAM,2018-10-31,4.44,4.45,4.45
INE947A01014,SUNFLAG IRON,SUNFLAG,2018-10-31,84.55,84.6,84.6
INE271D01013,SUNGOLD CAP.,,2018-10-31,2,,2
INE224D01012,SUNIL AGRO F,,2018-10-31,74.9,,74.9
INE671C01016,SUNIL HEALTH,,2018-10-31,85,,85
INE305H01028,SUNIL HITECH,SUNILHITEC,2018-10-31,12.99,13,13
INE124M01015,SUNIL INDUS.,,2018-10-31,32,,32
INE232I01014,SUNPHA ADV,SPARC,2018-10-31,475,475.25,475.25
INE459D01014,SUNRAJ DIAM.,,2018-10-31,3.87,,3.87
INE199E01014,SUNSHIELD CH,,2018-10-31,328,,328
INE338O01025,SUNSTAR R,,2018-10-31,14.85,,14.85
INE805D01034,SUNTECK REAL,SUNTECK,2018-10-31,433.05,434.6,434.6
INE897A01011,SUPER BAKERS,,2018-10-31,11.7,,11.7
INE366G01022,SUPER CROP.,,2018-10-31,27.2,,27.2
INE712B01010,SUPER HOUSE,SUPERHOUSE,2018-10-31,168.75,168.9,168.9
INE091C01017,SUPER SAL IN,,2018-10-31,720,,720
INE662A01027,SUPER SPIN.,SUPERSPIN,2018-10-31,17.8,17.85,17.85
INE460D01038,SUPER TANNER,,2018-10-31,6.57,,6.57
INE311N01016,SUPERB PAPER,,2018-10-31,30.05,,30.05
INE881B01054,SUPERTEX IND,,2018-10-31,6.4,,6.4
INE399C01030,SUPRAJIT ENG,SUPRAJIT,2018-10-31,310,311.75,311.75
INE268T01015,SUPRAP,,2018-10-31,18.25,,18.25
INE533B01028,SUPRATRE,,2018-10-31,12.23,,12.23
INE195A01028,SUPREM IND,SUPREMEIND,2018-10-31,1329,1339.7,1339.7
INE822E01011,SUPREME HO,,2018-10-31,29.1,,29.1
INE550H01011,SUPREME INFR,SUPREMEINF,2018-10-31,126,127,127
INE663A01017,SUPREME PET,SUPPETRO,2018-10-31,374,377,377
INE651G01027,SUPREME TEX,SUPREMETEX,2018-10-31,2.59,2.6,2.6
INE175N01023,SUPREMEX,,2018-10-31,19,,19
INE713C01016,SURAJ LTD,,2018-10-31,60.5,,60.5
INE069E01019,SURAJ PRODUC,,2018-10-31,19.35,,19.35
INE357D01010,SURANA CORPO,SURANACORP,2018-10-31,,1.25,1.25
INE659D01019,SURANA INDS,SURANAIND,2018-10-31,3.85,3.85,3.85
INE272L01022,SURANASOL,SURANASOL,2018-10-31,17.55,17.5,17.55
INE130B01031,SURANATP,SURANAT&P,2018-10-31,6,6,6
INE936A01025,SURAT TEXT.,,2018-10-31,5.93,,5.93
INE082W01014,,SUREVIN,2018-10-31,,90.75,90.75
INE335A01012,SURYA ROSHNI,SURYAROSNI,2018-10-31,415.35,414.2,415.35
INE274I01016,SURYACHAKRA,,2018-10-31,1.68,,1.68
INE823E01035,SURYADEEP SA,,2018-10-31,1.19,,1.19
INE132C01027,SURYALATA SP,,2018-10-31,166,,166
INE360J01011,SURYAMBA SP,,2018-10-31,72.1,,72.1
INE431C01023,SURYAVA SPIN,,2018-10-31,7.7,,7.7
