ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value,Type
INF760K01GY6,Canara Robeco Corporate Bond Fund (G),--,10/31/2018,--,--,13.75,MF
INF760K01HB2,Canara Robeco Corporate Bond Fund Direct (G),--,10/31/2018,--,--,14.02,MF
INF760K01415,Canara Robeco Dynamic Bond Fund (G),--,10/31/2018,--,--,19.34,MF
INF760K01449,Canara Robeco Dynamic Bond Fund (G),--,10/31/2018,--,--,19.34,MF
INF760K01EC7,Canara Robeco Dynamic Bond Fund Direct (G),--,10/31/2018,--,--,19.84,MF
INF760K01100,Canara Robeco ELSS Tax Saver (G),--,10/31/2018,--,--,59.73,MF
INF760K01EL8,Canara Robeco ELSS Tax Saver Direct (G),--,10/31/2018,--,--,61.37,MF
INF760K01050,Canara Robeco Equity Hybrid Fund (G),--,10/31/2018,--,--,148.01,MF
INF760K01EZ8,Canara Robeco Equity Hybrid Fund Direct (G),--,10/31/2018,--,--,153.11,MF
INF760K01019,Canara Robeco Flexi Cap Fund (G),--,10/31/2018,--,--,124.21,MF
INF760K01EF0,Canara Robeco Flexi Cap Fund Direct (G),--,10/31/2018,--,--,127.79,MF
INF760K01AE1,Canara Robeco Gilt Fund (G),--,10/31/2018,--,--,47.5,MF
INF760K01AD3,Canara Robeco Gilt Fund (G),--,10/31/2018,--,--,47.5,MF
INF760K01FC4,Canara Robeco Gilt Fund Direct (G),--,10/31/2018,--,--,48.6,MF
INF760K01332,Canara Robeco Income Fund (G),--,10/31/2018,--,--,35.6,MF
INF760K01324,Canara Robeco Income Fund (G),--,10/31/2018,--,--,35.6,MF
INF760K01FI1,Canara Robeco Income Fund Direct (G),--,10/31/2018,--,--,36.81,MF
INF760K01274,Canara Robeco Infrastructure Fund (G),--,10/31/2018,--,--,53.82,MF
INF760K01FO9,Canara Robeco Infrastructure Fund Direct (G),--,10/31/2018,--,--,55.78,MF
INF760K01AR3,Canara Robeco Large Cap Fund (G),--,10/31/2018,--,--,22.54,MF
INF760K01FR2,Canara Robeco Large Cap Fund Direct (G),--,10/31/2018,--,--,23.58,MF
INF760K01167,Canara Robeco Large and Mid Cap Fund (G),--,10/31/2018,--,--,97.89,MF
INF760K01EI4,Canara Robeco Large and Mid Cap Fund Direct (G),--,10/31/2018,--,--,102.85,MF
INF760K01CW9,Canara Robeco Liquid Fund (G),--,10/31/2018,--,--,2061.96,MF
INF760K01FU6,Canara Robeco Liquid Fund Direct (G),--,10/31/2018,--,--,2066.19,MF
INF760K01795,Canara Robeco Savings Fund (G),--,10/31/2018,--,--,26.76,MF
INF760K01ET1,Canara Robeco Savings Fund Direct (G),--,10/31/2018,--,--,26.98,MF
INF760K01BM2,Canara Robeco Short Duration Fund (G),--,10/31/2018,--,--,16.2,MF
INF760K01DX5,Canara Robeco Short Duration Fund Direct (G),--,10/31/2018,--,--,16.85,MF
INF760K01DC9,Canara Robeco Ultra Short Term Fund (G),--,10/31/2018,--,--,2561.99,MF
INF760K01GM1,Canara Robeco Ultra Short Term Fund Direct (G),--,10/31/2018,--,--,2614.43,MF
INF740K012I0,DSP 10Y G-Sec Fund (G),--,10/31/2018,--,--,13.42,MF
INF740K019I5,DSP 10Y G-Sec Fund Direct (G),--,10/31/2018,--,--,13.53,MF
INF740K01318,DSP Aggressive Hybrid Fund (G),--,10/31/2018,--,--,150.35,MF
INF740K01NY4,DSP Aggressive Hybrid Fund Direct (G),--,10/31/2018,--,--,156.49,MF
INF740K01ZP6,DSP Banking & PSU Debt Fund (G),--,10/31/2018,--,--,14.45,MF
INF740K01ZW2,DSP Banking & PSU Debt Fund Direct (G),--,10/31/2018,--,--,14.66,MF
INF740K01557,DSP Bond Fund (G),--,10/31/2018,--,--,54.17,MF
INF740K01MZ3,DSP Bond Fund Direct (G),--,10/31/2018,--,--,55.91,MF
INF740K01599,DSP Credit Risk Fund (G),--,10/31/2018,--,--,28.16,MF
INF740K01OS4,DSP Credit Risk Fund Direct (G),--,10/31/2018,--,--,28.97,MF
INF740K01K57,DSP Dynamic Asset Allocation Fund (G),--,10/31/2018,--,--,14.29,MF
INF740K01K81,DSP Dynamic Asset Allocation Fund Direct (G),--,10/31/2018,--,--,14.78,MF
INF740K01185,DSP ELSS Tax Saver Fund (G),--,10/31/2018,--,--,48.37,MF
INF740K01OK1,DSP ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,50,MF
INF740KA1439,DSP Equity Savings Fund (G),--,10/31/2018,--,--,12.39,MF
INF740KA1504,DSP Equity Savings Fund Direct (G),--,10/31/2018,--,--,12.68,MF
INF740K01037,DSP Flexi Cap Fund (G),--,10/31/2018,--,--,39.2,MF
INF740K01PI2,DSP Flexi Cap Fund Direct (G),--,10/31/2018,--,--,40.46,MF
INF740K01532,DSP Focused Fund (G),--,10/31/2018,--,--,22.99,MF
INF740K01OB0,DSP Focused Fund Direct (G),--,10/31/2018,--,--,23.76,MF
INF740K01615,DSP Gilt Fund (G),--,10/31/2018,--,--,54.15,MF
INF740K01NF3,DSP Gilt Fund Direct (G),--,10/31/2018,--,--,55.16,MF
INF740K01151,DSP India T.I.G.E.R. Fund (G),--,10/31/2018,--,--,103.89,MF
INF740K01PU7,DSP India T.I.G.E.R. Fund Direct (G),--,10/31/2018,--,--,106.68,MF
INF740K01094,DSP Large & Mid Cap Fund (G),--,10/31/2018,--,--,230.1,MF
INF740K01PL6,DSP Large & Mid Cap Fund Direct (G),--,10/31/2018,--,--,238.85,MF
INF740K01243,DSP Large Cap Fund (G),--,10/31/2018,--,--,200.68,MF
INF740K01PR3,DSP Large Cap Fund Direct (G),--,10/31/2018,--,--,206.96,MF
INF740K01FK9,DSP Liquidity Fund (G),--,10/31/2018,--,--,2432.22,MF
INF740K01QL4,DSP Liquidity Fund Direct (G),--,10/31/2018,--,--,2442.76,MF
INF740K018P2,DSP Low Duration Fund (G),--,10/31/2018,--,--,12.39,MF
INF740K013Q1,DSP Low Duration Fund Direct (G),--,10/31/2018,--,--,12.52,MF
INF740K01128,DSP Midcap Fund (G),--,10/31/2018,--,--,58.18,MF
INF740K01PX1,DSP Midcap Fund Direct (G),--,10/31/2018,--,--,60.3,MF
INF740KA1CO4,DSP Nifty 50 Equal Weight Index Fund (G),--,10/31/2018,--,--,10.11,MF
INF740KA1CR7,DSP Nifty 50 Equal Weight Index Fund Direct (G),--,10/31/2018,--,--,10.12,MF
INF740K01441,DSP Regular Savings Fund (G),--,10/31/2018,--,--,36.53,MF
INF740K01NO5,DSP Regular Savings Fund Direct (G),--,10/31/2018,--,--,37.78,MF
INF740K01714,DSP Savings Fund (G),--,10/31/2018,--,--,33.48,MF
INF740K01NU2,DSP Savings Fund Direct (G),--,10/31/2018,--,--,33.9,MF
INF740K01656,DSP Short-term Fund (G),--,10/31/2018,--,--,29.08,MF
INF740K01NJ5,DSP Short-term Fund Direct (G),--,10/31/2018,--,--,30.08,MF
INF740K01797,DSP Small Cap Fund (G),--,10/31/2018,--,--,71.15,MF
INF740K01QD1,DSP Small Cap Fund Direct (G),--,10/31/2018,--,--,73.45,MF
INF740K01GK7,DSP Strategic Bond Fund (G),--,10/31/2018,--,--,1997.79,MF
INF740K01QG4,DSP Strategic Bond Fund Direct (G),--,10/31/2018,--,--,2033.77,MF
INF740K01QQ3,DSP Ultra Short Fund (G),--,10/31/2018,--,--,2279.04,MF
INF740K01ON5,DSP Ultra Short Fund Direct (G),--,10/31/2018,--,--,2347.3,MF
INF754K01202,Edelweiss Aggressive Hybrid Fund (G),--,10/31/2018,--,--,24.29,MF
INF754K01CE0,Edelweiss Aggressive Hybrid Fund Direct (G),--,10/31/2018,--,--,24.77,MF
INF754K01EF3,Edelweiss Arbitrage Fund (G),--,10/31/2018,--,--,12.74,MF
INF754K01EA4,Edelweiss Arbitrage Fund Direct (G),--,10/31/2018,--,--,12.97,MF
INF754K01285,Edelweiss Balanced Advantage Fund (G),--,10/31/2018,--,--,22.39,MF
INF754K01BS2,Edelweiss Balanced Advantage Fund Direct (G),--,10/31/2018,--,--,23.08,MF
INF843K01FK1,Edelweiss Banking and PSU Debt Fund (G),--,10/31/2018,--,--,14.14,MF
INF843K01FC8,Edelweiss Banking and PSU Debt Fund Direct (G),--,10/31/2018,--,--,14.32,MF
INF754K01517,Edelweiss ELSS Tax Saver Fund (G),--,10/31/2018,--,--,48.41,MF
INF754K01CA8,Edelweiss ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,50.52,MF
INF843K01KG9,Edelweiss Equity Savings Fund (G),--,10/31/2018,--,--,13.04,MF
INF843K01KC8,Edelweiss Equity Savings Fund Direct (G),--,10/31/2018,--,--,13.23,MF
INF843K01KN5,Edelweiss Flexi Cap Fund (G),--,10/31/2018,--,--,14.56,MF
INF843K01KK1,Edelweiss Flexi Cap Fund Direct (G),--,10/31/2018,--,--,14.88,MF
INF843K01HC4,Edelweiss Government Securities Fund (G),--,10/31/2018,--,--,14.17,MF
INF843K01GS2,Edelweiss Government Securities Fund Direct (G),--,10/31/2018,--,--,14.43,MF
INF843K01047,Edelweiss Large & Mid Cap Fund (G),--,10/31/2018,--,--,30.66,MF
INF843K01AL0,Edelweiss Large & Mid Cap Fund Direct (G),--,10/31/2018,--,--,32.19,MF
INF754K01046,Edelweiss Large Cap Fund (G),--,10/31/2018,--,--,33.03,MF
INF754K01BW4,Edelweiss Large Cap Fund Direct (G),--,10/31/2018,--,--,34.06,MF
INF754K01GZ6,Edelweiss Liquid Fund (G),--,10/31/2018,--,--,2183.96,MF
INF754K01GM4,Edelweiss Liquid Fund Direct (G),--,10/31/2018,--,--,2195.58,MF
INF843K01013,Edelweiss Mid Cap Fund (G),--,10/31/2018,--,--,30.4,MF
INF843K01AO4,Edelweiss Mid Cap Fund Direct (G),--,10/31/2018,--,--,31.78,MF
INF843K01344,Edelweiss Money Market Fund (G),--,10/31/2018,--,--,17.81,MF
INF843K01CE1,Edelweiss Money Market Fund Direct (G),--,10/31/2018,--,--,18.63,MF
INF754K01NF4,Edelweiss Nifty 100 Quality 30 Index Fund (G),--,10/31/2018,--,--,258.19,MF
INF754K01MX9,Edelweiss Nifty 50 Index Fund (G),--,10/31/2018,--,--,10952.56,MF
INF090I01AB3,Franklin Asian Equity Fund (G),--,10/31/2018,--,--,22.17,MF
INF090I01IZ5,Franklin Asian Equity Fund Direct (G),--,10/31/2018,--,--,22.91,MF
INF090I01AE7,Franklin Build India Fund (G),--,10/31/2018,--,--,43.93,MF
INF090I01JF5,Franklin Build India Fund Direct (G),--,10/31/2018,--,--,46.52,MF
INF090I01817,Franklin India Aggressive Hybrid Fund (G),--,10/31/2018,--,--,116.81,MF
INF090I01FZ1,Franklin India Aggressive Hybrid Fund Direct (G),--,10/31/2018,--,--,123.17,MF
INF090I01KO5,Franklin India Banking & PSU Debt Fund (G),--,10/31/2018,--,--,13.46,MF
INF090I01KR8,Franklin India Banking & PSU Debt Fund Direct (G),--,10/31/2018,--,--,13.71,MF
INF090I01EA7,Franklin India Conservative Hybrid Fund (G),--,10/31/2018,--,--,53.01,MF
INF090I01EH2,Franklin India Conservative Hybrid Fund (G),--,10/31/2018,--,--,53.01,MF
INF090I01GF1,Franklin India Conservative Hybrid Fund Direct (G),--,10/31/2018,--,--,55.04,MF
INF090I01DP7,Franklin India Corporate Debt Fund (G),--,10/31/2018,--,--,60.06,MF
INF090I01DG6,Franklin India Corporate Debt Fund (G),--,10/31/2018,--,--,60.06,MF
INF090I01FW8,Franklin India Corporate Debt Fund Direct (G),--,10/31/2018,--,--,62.4,MF
INF090I01957,Franklin India Dividend Yield Fund (G),--,10/31/2018,--,--,48.02,MF
INF090I01IT8,Franklin India Dividend Yield Fund Direct (G),--,10/31/2018,--,--,49.49,MF
INF090I01262,Franklin India Dynamic Asset Allocation Active FoF (G),--,10/31/2018,--,--,77.55,MF
INF090I01HV6,Franklin India Dynamic Asset Allocation Active FoF Direct (G),--,10/31/2018,--,--,81.34,MF
INF090I01775,Franklin India ELSS Tax Saver Fund (G),--,10/31/2018,--,--,561.98,MF
INF090I01JS8,Franklin India ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,586.53,MF
INF090I01239,Franklin India Flexi Cap Fund (G),--,10/31/2018,--,--,594.12,MF
INF090I01FK3,Franklin India Flexi Cap Fund Direct (G),--,10/31/2018,--,--,622.68,MF
INF090I01LM7,Franklin India Floating Rate Fund (G),--,10/31/2018,--,--,25.67,MF
INF090I01LK1,Franklin India Floating Rate Fund Direct (G),--,10/31/2018,--,--,26.68,MF
INF090I01981,Franklin India Focused Equity Fund (G),--,10/31/2018,--,--,41.48,MF
INF090I01IW2,Franklin India Focused Equity Fund Direct (G),--,10/31/2018,--,--,43.75,MF
INF090I01CU9,Franklin India Government Securities Fund (G),--,10/31/2018,--,--,38.96,MF
INF090I01HS2,Franklin India Government Securities Fund Direct (G),--,10/31/2018,--,--,40.92,MF
INF090I01LE4,Franklin India Income Plus Arbitrage Active FoF (G),--,10/31/2018,--,--,12.1,MF
INF090I01LH7,Franklin India Income Plus Arbitrage Active FoF Direct (G),--,10/31/2018,--,--,12.76,MF
INF090I01205,Franklin India Large & Mid Cap Fund (G),--,10/31/2018,--,--,81.79,MF
INF090I01IN1,Franklin India Large & Mid Cap Fund Direct (G),--,10/31/2018,--,--,84.78,MF
INF090I01171,Franklin India Large Cap Fund (G),--,10/31/2018,--,--,460.7,MF
INF090I01FN7,Franklin India Large Cap Fund Direct (G),--,10/31/2018,--,--,480.4,MF
INF090I01BG0,Franklin India Liquid Fund (G),--,10/31/2018,--,--,2547.68,MF
INF090I01JV2,Franklin India Liquid Fund Direct (G),--,10/31/2018,--,--,2555.29,MF
INF090I01809,Franklin India Mid Cap Fund (G),--,10/31/2018,--,--,1017.53,MF
INF090I01FH9,Franklin India Mid Cap Fund Direct (G),--,10/31/2018,--,--,1072.07,MF
INF090I01CA1,Franklin India Money Market Fund (G),--,10/31/2018,--,--,31.25,MF
INF090I01GV8,Franklin India Money Market Fund Direct (G),--,10/31/2018,--,--,31.9,MF
INF090I01890,Franklin India NSE Nifty 50 Index (G),--,10/31/2018,--,--,82.52,MF
INF090I01GS4,Franklin India NSE Nifty 50 Index Direct (G),--,10/31/2018,--,--,84.05,MF
INF090I01841,Franklin India Opportunities Fund (G),--,10/31/2018,--,--,77.08,MF
INF090I01GC8,Franklin India Opportunities Fund Direct (G),--,10/31/2018,--,--,79.56,MF
INF090I01510,Franklin India Retirement Fund (G),--,10/31/2018,--,--,121.73,MF
INF090I01JZ3,Franklin India Retirement Fund Direct (G),--,10/31/2018,--,--,125.96,MF
INF090I01569,Franklin India Small Cap Fund (G),--,10/31/2018,--,--,63.4,MF
INF090I01IQ4,Franklin India Small Cap Fund Direct (G),--,10/31/2018,--,--,67,MF
INF090I01742,Franklin India Technology Fund (G),--,10/31/2018,--,--,131.21,MF
INF090I01FE6,Franklin India Technology Fund Direct (G),--,10/31/2018,--,--,134.95,MF
INF666M01DN1,Groww ELSS Tax Saver Fund (G),--,10/31/2018,--,--,10.04,MF
INF666M01DK7,Groww ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,10.04,MF
INF666M01162,Groww Large Cap Fund (G),--,10/31/2018,--,--,20.31,MF
INF666M01600,Groww Large Cap Fund Direct (G),--,10/31/2018,--,--,21.91,MF
INF666M01014,Groww Liquid Fund (G),--,10/31/2018,--,--,1661.44,MF
INF666M01451,Groww Liquid Fund Direct (G),--,10/31/2018,--,--,1669.47,MF
INF666M01AJ5,Groww Short Duration Fund (G),--,10/31/2018,--,--,1411.25,MF
INF666M01AC0,Groww Short Duration Fund Direct (G),--,10/31/2018,--,--,1485.42,MF
INF666M01BH7,Groww Value Fund (G),--,10/31/2018,--,--,14.32,MF
INF666M01BE4,Groww Value Fund Direct (G),--,10/31/2018,--,--,15.11,MF
INF179K01343,HDFC Arbitrage Fund (G),--,10/31/2018,--,--,20.48,MF
INF179KA1KT6,HDFC Arbitrage Fund Direct (G),--,10/31/2018,--,--,12.96,MF
INF179K01LA9,HDFC BSE Sensex Index Fund (G),--,10/31/2018,--,--,296.49,MF
INF179K01WN9,HDFC BSE Sensex Index Fund Direct (G),--,10/31/2018,--,--,299.51,MF
INF179K01830,HDFC Balanced Advantage Fund (G),--,10/31/2018,--,--,188.99,MF
INF179K01WA6,HDFC Balanced Advantage Fund Direct (G),--,10/31/2018,--,--,194.19,MF
INF179KA1JC4,HDFC Banking and PSU Debt Fund (G),--,10/31/2018,--,--,13.84,MF
INF179KA1IZ7,HDFC Banking and PSU Debt Fund Direct (G),--,10/31/2018,--,--,13.96,MF
INF179KC1IY8,HDFC Children's Fund (G),--,10/31/2018,--,--,117.58,MF
INF179KC1IX0,HDFC Children's Fund Direct (G),--,10/31/2018,--,--,122.12,MF
INF179K01DC2,HDFC Corporate Bond Fund (G),--,10/31/2018,--,--,19,MF
INF179K01XD8,HDFC Corporate Bond Fund Direct (G),--,10/31/2018,--,--,19.09,MF
INF179KA1GC0,HDFC Credit Risk Debt Fund (G),--,10/31/2018,--,--,14.18,MF
INF179KA1FZ3,HDFC Credit Risk Debt Fund Direct (G),--,10/31/2018,--,--,14.67,MF
INF179K01848,HDFC Dynamic Debt Fund (G),--,10/31/2018,--,--,58.3,MF
INF179K01WB4,HDFC Dynamic Debt Fund Direct (G),--,10/31/2018,--,--,60.62,MF
INF179K01BB8,HDFC ELSS Tax Saver Fund (G),--,10/31/2018,--,--,557.14,MF
INF179K01YS4,HDFC ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,574.13,MF
INF179K01AM7,HDFC Equity Savings Fund (G),--,10/31/2018,--,--,35.12,MF
INF179K01XT4,HDFC Equity Savings Fund Direct (G),--,10/31/2018,--,--,36.56,MF
INF179K01608,HDFC Flexi Cap Fund (G),--,10/31/2018,--,--,649.55,MF
INF179K01UT0,HDFC Flexi Cap Fund Direct (G),--,10/31/2018,--,--,675.38,MF
INF179K01707,HDFC Floating Rate Debt Fund (G),--,10/31/2018,--,--,29.7,MF
INF179K01VQ4,HDFC Floating Rate Debt Fund Direct (G),--,10/31/2018,--,--,29.83,MF
INF179K01574,HDFC Focused Fund (G),--,10/31/2018,--,--,87.35,MF
INF179K01VK7,HDFC Focused Fund Direct (G),--,10/31/2018,--,--,91.03,MF
INF179K01756,HDFC Gilt Fund (G),--,10/31/2018,--,--,34.66,MF
INF179K01VS0,HDFC Gilt Fund Direct (G),--,10/31/2018,--,--,35.36,MF
INF179K01LC5,HDFC Gold ETF Fund of Fund (G),--,10/31/2018,--,--,9.74,MF
INF179K01VX0,HDFC Gold ETF Fund of Fund Direct (G),--,10/31/2018,--,--,9.92,MF
INF179KC1AX7,HDFC Housing Opportunities Fund (G),--,10/31/2018,--,--,10.16,MF
INF179KC1AU3,HDFC Housing Opportunities Fund Direct (G),--,10/31/2018,--,--,10.17,MF
INF179K01AE4,HDFC Hybrid Debt Fund (G),--,10/31/2018,--,--,44.31,MF
INF179K01XE6,HDFC Hybrid Debt Fund Direct (G),--,10/31/2018,--,--,45.44,MF
INF179K01AR6,HDFC Hybrid Equity Fund (G),--,10/31/2018,--,--,57.85,MF
INF179K01XZ1,HDFC Hybrid Equity Fund Direct (G),--,10/31/2018,--,--,59.57,MF
INF179K01962,HDFC Income Fund (G),--,10/31/2018,--,--,38.09,MF
INF179K01WL3,HDFC Income Fund Direct (G),--,10/31/2018,--,--,39.7,MF
INF179KA1SF8,HDFC Income Plus Arbitrage Active FoF (G),--,10/31/2018,--,--,18.36,MF
INF179KA1SC5,HDFC Income Plus Arbitrage Active FoF Direct (G),--,10/31/2018,--,--,19.11,MF
INF179K01GF8,HDFC Infrastructure Fund (G),--,10/31/2018,--,--,22.45,MF
INF179K01WQ2,HDFC Infrastructure Fund Direct (G),--,10/31/2018,--,--,23.38,MF
INF179K01BE2,HDFC Large Cap Fund (G),--,10/31/2018,--,--,460.98,MF
INF179K01YV8,HDFC Large Cap Fund Direct (G),--,10/31/2018,--,--,476.13,MF
INF179KA1RT1,HDFC Large and Mid Cap Fund (G),--,10/31/2018,--,--,112.32,MF
INF179KA1RQ7,HDFC Large and Mid Cap Fund Direct (G),--,10/31/2018,--,--,113.32,MF
INF179KB1HK0,HDFC Liquid Fund (G),--,10/31/2018,--,--,3354.46,MF
INF179KB1HP9,HDFC Liquid Fund Direct (G),--,10/31/2018,--,--,3366.73,MF
INF179K01442,HDFC Low Duration Fund (G),--,10/31/2018,--,--,36,MF
INF179K01VF7,HDFC Low Duration Fund Direct (G),--,10/31/2018,--,--,37.31,MF
INF179K01913,HDFC Medium Term Debt Fund (G),--,10/31/2018,--,--,34.11,MF
INF179K01WI9,HDFC Medium Term Debt Fund Direct (G),--,10/31/2018,--,--,35,MF
INF179K01CR2,HDFC Mid Cap Fund (G),--,10/31/2018,--,--,60.21,MF
INF179K01XQ0,HDFC Mid Cap Fund Direct (G),--,10/31/2018,--,--,62.7,MF
INF179KB1HR5,HDFC Money Market Fund (G),--,10/31/2018,--,--,3540.92,MF
INF179KB1HU9,HDFC Money Market Fund Direct (G),--,10/31/2018,--,--,3563.72,MF
INF179K01AP0,HDFC Multi Asset Fund (G),--,10/31/2018,--,--,31.29,MF
INF179K01XW8,HDFC Multi Asset Fund Direct (G),--,10/31/2018,--,--,32.21,MF
INF179K01KZ8,HDFC NIFTY 50 Index Fund (G),--,10/31/2018,--,--,93.46,MF
INF179K01WM1,HDFC NIFTY 50 Index Fund Direct (G),--,10/31/2018,--,--,94.25,MF
INF179KB1HS3,HDFC Overnight Fund (G),--,10/31/2018,--,--,2610.56,MF
INF179KB1HT1,HDFC Overnight Fund Direct (G),--,10/31/2018,--,--,2618.13,MF
INF179KB1MG8,HDFC Retirement Savings Fund - Equity Plan (G),--,10/31/2018,--,--,17.34,MF
INF179KB1MF0,HDFC Retirement Savings Fund - Equity Plan Direct (G),--,10/31/2018,--,--,17.87,MF
INF179KB1MK0,HDFC Retirement Savings Fund - Hybrid Debt Plan (G),--,10/31/2018,--,--,12.67,MF
INF179KB1MJ2,HDFC Retirement Savings Fund - Hybrid Debt Plan Direct (G),--,10/31/2018,--,--,13.06,MF
INF179KB1MI4,HDFC Retirement Savings Fund - Hybrid Equity Plan (G),--,10/31/2018,--,--,16.06,MF
INF179KB1MH6,HDFC Retirement Savings Fund - Hybrid Equity Plan Direct (G),--,10/31/2018,--,--,16.56,MF
INF179K01CU6,HDFC Short Term Debt Fund (G),--,10/31/2018,--,--,18.86,MF
INF179K01YM7,HDFC Short Term Debt Fund Direct (G),--,10/31/2018,--,--,19,MF
INF179KA1RZ8,HDFC Small Cap Fund (G),--,10/31/2018,--,--,46.42,MF
INF179KA1RW5,HDFC Small Cap Fund Direct (G),--,10/31/2018,--,--,48.79,MF
INF179K01426,HDFC Value Fund (G),--,10/31/2018,--,--,301.19,MF
INF179K01VC4,HDFC Value Fund Direct (G),--,10/31/2018,--,--,312.84,MF
INF336L01IA9,HSBC Aggressive Hybrid Active FoF (G),--,10/31/2018,--,--,18.01,MF
INF336L01ID3,HSBC Aggressive Hybrid Active FoF Direct (G),--,10/31/2018,--,--,18.19,MF
INF917K01LB0,HSBC Aggressive Hybrid Fund (G),--,10/31/2018,--,--,26.42,MF
INF917K01LE4,HSBC Aggressive Hybrid Fund Direct (G),--,10/31/2018,--,--,27.77,MF
INF917K01QL8,HSBC Arbitrage Fund (G),--,10/31/2018,--,--,12.62,MF
INF917K01QR5,HSBC Arbitrage Fund Direct (G),--,10/31/2018,--,--,12.89,MF
INF917K01KY4,HSBC Balanced Advantage Fund (G),--,10/31/2018,--,--,22.64,MF
INF917K01IN1,HSBC Balanced Advantage Fund Direct (G),--,10/31/2018,--,--,23.81,MF
INF677K01AE7,HSBC Banking and PSU Debt Fund (G),--,10/31/2018,--,--,15.12,MF
INF917K01HH5,HSBC Banking and PSU Debt Fund Direct (G),--,10/31/2018,--,--,15.46,MF
INF917K01RF8,HSBC Business Cycles Fund (G),--,10/31/2018,--,--,17.8,MF
INF917K01RI2,HSBC Business Cycles Fund Direct (G),--,10/31/2018,--,--,18.19,MF
INF336L01099,HSBC Conservative Hybrid Fund (G),--,10/31/2018,--,--,35.48,MF
INF336L01DW4,HSBC Conservative Hybrid Fund Direct (G),--,10/31/2018,--,--,36.44,MF
INF917K01AH0,HSBC Corporate Bond Fund (G),--,10/31/2018,--,--,42.66,MF
INF917K01HN3,HSBC Corporate Bond Fund Direct (G),--,10/31/2018,--,--,44.34,MF
INF917K01130,HSBC Credit Risk Fund (G),--,10/31/2018,--,--,19.58,MF
INF917K01UH8,HSBC Credit Risk Fund Direct (G),--,10/31/2018,--,--,20.02,MF
INF677K01916,HSBC Dynamic Bond Fund (G),--,10/31/2018,--,--,18.37,MF
INF917K01HA0,HSBC Dynamic Bond Fund Direct (G),--,10/31/2018,--,--,18.93,MF
INF677K01064,HSBC ELSS Tax Saver Fund (G),--,10/31/2018,--,--,57.38,MF
INF917K01GP0,HSBC ELSS Tax Saver Fund Direct (G),--,10/31/2018,--,--,59.27,MF
INF917K01AA5,HSBC Equity Savings Fund (G),--,10/31/2018,--,--,17.32,MF
INF917K01GE4,HSBC Equity Savings Fund Direct (G),--,10/31/2018,--,--,17.99,MF
INF336L01AF5,HSBC Flexi Cap Fund (G),--,10/31/2018,--,--,91.35,MF
INF336L01DH5,HSBC Flexi Cap Fund Direct (G),--,10/31/2018,--,--,94.8,MF
INF917K01BP1,HSBC Gilt Fund (G),--,10/31/2018,--,--,42.43,MF
INF917K01FI7,HSBC Gilt Fund Direct (G),--,10/31/2018,--,--,44.37,MF
INF336L01IM4,HSBC Income Plus Arbitrage Active FoF (G),--,10/31/2018,--,--,13.8,MF
INF336L01IP7,HSBC Income Plus Arbitrage Active FoF Direct (G),--,10/31/2018,--,--,13.93,MF
INF917K01536,HSBC Infrastructure Fund (G),--,10/31/2018,--,--,18.97,MF
INF917K01FW8,HSBC Infrastructure Fund Direct (G),--,10/31/2018,--,--,19.69,MF
INF336L01016,HSBC Large Cap Fund (G),--,10/31/2018,--,--,200.95,MF
INF336L01CM7,HSBC Large Cap Fund Direct (G),--,10/31/2018,--,--,208.5,MF
INF336L01BN7,HSBC Liquid Fund (G),--,10/31/2018,--,--,1697.56,MF
INF336L01CC8,HSBC Liquid Fund Direct (G),--,10/31/2018,--,--,1701.7,MF
INF677K01452,HSBC Low Duration Fund (G),--,10/31/2018,--,--,18.39,MF
INF917K01GM7,HSBC Low Duration Fund Direct (G),--,10/31/2018,--,--,18.66,MF
INF917K01TH0,HSBC Medium Duration Fund (G),--,10/31/2018,--,--,12.78,MF
INF917K01TK4,HSBC Medium Duration Fund Direct (G),--,10/31/2018,--,--,13.11,MF
INF336L01776,HSBC Medium to Long Duration Fund (G),--,10/31/2018,--,--,27.56,MF
INF336L01DE2,HSBC Medium to Long Duration Fund Direct (G),--,10/31/2018,--,--,28.66,MF
INF917K01254,HSBC Midcap Fund (G),--,10/31/2018,--,--,150.88,MF
INF917K01FZ1,HSBC Midcap Fund Direct (G),--,10/31/2018,--,--,157.03,MF
INF917K01BC9,HSBC Money Market Fund (G),--,10/31/2018,--,--,16.88,MF
INF917K01FE6,HSBC Money Market Fund Direct (G),--,10/31/2018,--,--,17.16,MF
INF336L01IG6,HSBC Multi Asset Active FoF (G),--,10/31/2018,--,--,16.94,MF
INF336L01IJ0,HSBC Multi Asset Active FoF Direct (G),--,10/31/2018,--,--,17.1,MF
INF917K01CL8,HSBC Short Duration Fund (G),--,10/31/2018,--,--,16.35,MF
INF917K01IQ4,HSBC Short Duration Fund Direct (G),--,10/31/2018,--,--,16.71,MF
INF917K01QC7,HSBC Small Cap Fund (G),--,10/31/2018,--,--,28.78,MF
